facility_code,unit_code,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,emissions_factor_co2,data_first_seen,data_last_seen,dispatch_type,commencement_date,commencement_date_specificity,commencement_date_display,closure_date,closure_date_specificity,closure_date_display,expected_operation_date,expected_operation_date_specificity,expected_operation_date_display,expected_closure_date,expected_closure_date_specificity,expected_closure_date_display,construction_start_date,construction_start_date_specificity,construction_start_date_display,project_approval_date,project_approval_date_specificity,project_approval_date_display,project_lodgement_date,created_at,updated_at
BROADMDW,BROADMDW,bioenergy_biogas,retired,5.0,5.0,NA,0.0783,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-09-09 04:20:42+00:00
0BSSF,0BSBESS1,battery,committed,180.0,180.0,360.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-26 00:15:55+00:00,2025-05-26 00:18:30+00:00
0BSSF,0BSBESSL1,battery_charging,committed,180.0,180.0,360.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-26 00:18:44+00:00,2025-05-26 00:19:40+00:00
0BSSF,0BSBESSG1,battery_discharging,committed,180.0,180.0,360.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-26 00:19:53+00:00,2025-05-26 00:20:41+00:00
0BSSF,0BSSF1,solar_utility,committed,368.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-16 01:08:37+00:00,2025-05-01 06:10:00+00:00
BWTR1,BWTR1,bioenergy_biomass,operating,38.0,38.0,NA,0.0289,2023-08-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2024-12-17 22:11:08+00:00
BHILLGT,GB01,distillate,operating,50.0,50.0,NA,0.6022,2009-07-02 18:00:00+10:00,2025-10-23 12:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:36+00:00,2024-12-17 22:35:50+00:00
BROKENH,BROKENH1,solar_utility,operating,53.0,53.0,NA,NA,2015-09-15 10:55:00+10:00,2025-11-01 12:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-05-08 05:01:18+00:00
BHB,BHBL1,battery_charging,operating,66.0,50.0,50.0,NA,2023-12-04 09:20:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-20 01:14:54+00:00,2025-05-08 04:04:11+00:00
BHB,BHB1,battery,operating,66.0,50.0,50.0,NA,2024-08-08 17:55:00+10:00,2025-11-01 11:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-06 23:28:31+00:00,2025-05-08 04:05:21+00:00
BHB,BHBG1,battery_discharging,operating,66.0,50.0,50.0,NA,2023-12-01 09:00:00+10:00,2025-11-01 11:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-20 01:13:27+00:00,2025-05-08 04:02:38+00:00
BROOKLYN,BROOKLYN,bioenergy_biogas,operating,2.83,3.0,NA,0.0738,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2024-12-17 22:50:43+00:00
BROWNMT,BROWNMT,hydro,operating,5.0,6.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2024-09-03 04:46:22+00:00
BPLANDF,BPLANDF1,bioenergy_biogas,operating,2.0,2.0,NA,0.0762,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-06-26 03:34:04+00:00
0WELLINGTONBESS,0BULABULB1,battery,committed,302.0,302.0,603.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 01:43:14+00:00,2025-08-20 05:44:42+00:00
0WELLINGTONBESS,0BULABULG1,battery_discharging,committed,300.0,300.0,600.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 01:49:06+00:00,2025-08-19 05:52:44+00:00
0WELLINGTONBESS,0BULABULL1,battery_charging,committed,300.0,300.0,600.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-11 01:50:41+00:00,2025-08-19 05:52:54+00:00
BULGANA,BULBES1,battery,operating,24.0,20.0,34.0,NA,2024-10-02 13:10:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-13 04:20:29+00:00,2025-03-27 23:36:12+00:00
BULGANA,BULBESG1,battery_discharging,operating,24.0,20.0,34.0,NA,2021-07-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-03-27 23:35:27+00:00
BULGANA,BULBESL1,battery_charging,operating,24.0,20.0,34.0,NA,2021-07-06 19:40:00+10:00,2025-11-01 12:30:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-03-27 23:35:45+00:00
BULGANA,BULGANA1,wind,operating,204.0,204.0,NA,NA,2020-05-14 11:15:00+10:00,2025-11-01 11:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2025-04-21 01:02:55+00:00
0BUNDSF,0BUNDSF,solar_utility,committed,78.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-01 22:30:25+00:00,2024-12-17 22:54:03+00:00
BNGSF1,BNGSF1,solar_utility,operating,135.0,110.0,NA,NA,2018-05-14 17:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-05-06 06:31:37+00:00
BNGSF2,BNGSF2,solar_utility,operating,135.0,110.0,NA,NA,2018-10-30 09:15:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:38+00:00,2025-05-06 06:32:05+00:00
0BUNGAMA,0BUNGAMABESS,battery,committed,150.0,150.0,300.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-16 23:29:22+00:00,2025-05-01 04:05:48+00:00
0BUNGAMA,0BUNGAMABESSL1,battery_charging,committed,150.0,150.0,300.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-06 23:47:40+00:00,2025-07-21 23:39:29+00:00
0BUNGAMA,0BUNGAMABESSG1,battery_discharging,committed,150.0,150.0,300.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-06 23:51:27+00:00,2025-07-21 23:39:46+00:00
BDONGHYD,BDONGHYD,hydro,operating,19.0,19.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:35+00:00,2024-12-17 23:19:09+00:00
BURRIN,BURRIN,hydro,operating,34.0,34.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2024-12-17 23:21:22+00:00
BUTLERSG,BUTLERSG,hydro,operating,14.4,15.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:39+00:00,2024-12-17 23:23:03+00:00
0CALBESS1,0CALBESS1,battery,committed,150.0,150.0,300.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:20:59+00:00,2025-03-26 00:24:05+00:00
0CALBESS1,0CALBESSL1,battery_charging,committed,150.0,150.0,300.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:25:05+00:00,2025-03-26 00:26:17+00:00
0CALBESS1,0CALBESSG1,battery_discharging,committed,150.0,150.0,300.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:26:26+00:00,2025-03-26 00:27:43+00:00
0CALBESS2,0CALBESS2,battery,committed,100.0,100.0,200.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:30:15+00:00,2025-03-26 00:32:13+00:00
0CALBESS2,0CALBESSL2,battery_charging,committed,100.0,100.0,200.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:32:27+00:00,2025-03-26 00:33:27+00:00
0CALBESS2,0CALBESSG2,battery_discharging,committed,100.0,100.0,200.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-26 00:33:33+00:00,2025-03-26 00:35:09+00:00
CALL_A,CALL_A_2,coal_black,retired,30.0,NA,NA,1.328,1998-12-21 07:05:00+10:00,2001-12-12 04:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2024-11-25 03:55:44+00:00
CALL_A,CALL_A_4,coal_black,retired,30.0,NA,NA,1.328,1999-01-14 06:50:00+10:00,2015-03-06 21:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2024-11-25 03:56:06+00:00
CALL_A,CALL_A_1,coal_black,retired,30.0,NA,NA,1.328,1999-01-14 14:10:00+10:00,2001-12-12 17:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2024-11-25 03:55:30+00:00
CALL_A,CALL_A_3,coal_black,retired,30.0,NA,NA,1.328,1999-01-14 05:15:00+10:00,2001-09-14 14:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2024-11-25 03:55:52+00:00
CALL_B,CALL_B_2,coal_black,operating,350.0,385.0,NA,0.9556,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-10-07 05:37:09+00:00
CALL_B,CALL_B_1,coal_black,operating,350.0,385.0,NA,0.9556,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-10-07 05:37:51+00:00
CALLIDEC1,CPP_4,coal_black,operating,420.0,466.0,NA,0.887,2001-08-01 14:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-10-07 05:48:14+00:00
CALLIDEC1,CPP_3,coal_black,operating,466.0,466.0,NA,0.887,2001-02-08 10:05:00+10:00,2025-08-15 13:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-10-07 05:47:18+00:00
CANUNDA1,CNUNDAWF,wind,operating,46.0,46.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 08:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-05-08 05:29:16+00:00
CAPBES,CAPBES1L,battery_charging,operating,125.0,100.0,200.0,NA,2023-07-25 00:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:16+00:00,2025-05-06 07:14:43+00:00
CAPBES,CAPBES1G,battery_discharging,operating,125.0,100.0,200.0,NA,2023-07-26 11:05:00+10:00,2025-11-01 10:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:16+00:00,2025-05-06 07:14:59+00:00
CAPBES,CAPBES1,battery,operating,125.0,100.0,200.0,NA,2024-09-24 14:50:00+10:00,2025-11-01 10:50:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-03 02:02:41+00:00,2025-05-06 07:15:18+00:00
CAPTL_WF,CAPTL_WF,wind,operating,140.0,140.0,NA,NA,2009-07-04 17:10:00+10:00,2025-11-01 06:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-05-06 06:29:47+00:00
CESF,CESF1,solar_utility,operating,0.2,1.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-09-09 01:24:10+00:00
LI_WY_CA,LI_WY_CA,hydro,operating,173.7,192.0,NA,NA,2005-05-16 13:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:04+00:00,2024-12-18 00:17:24+00:00
LI_WY_CA,CATAGUN1,distillate,retired,24.0,NA,NA,0.972,2016-03-11 16:35:00+10:00,2016-05-06 15:25:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:04+00:00,2025-06-23 06:56:04+00:00
CATHROCK,CATHROCK,wind,operating,66.0,66.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-05-08 04:07:20+00:00
CTHLWF,CTHLWF1,wind,operating,148.0,144.0,NA,NA,2020-01-07 10:35:00+10:00,2025-11-01 12:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:47+00:00,2025-05-06 06:13:52+00:00
CETHANA,CETHANA,hydro,operating,85.0,100.0,NA,NA,2005-05-16 17:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-12-18 00:24:58+00:00
CHALLWF,CHALLHWF,wind,operating,52.5,52.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 12:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-05-08 05:02:31+00:00
CHPSTWF,CHPSTWF1,wind,operating,6.15,6.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-05-08 06:21:58+00:00
CHYTWF,CHYTWF1,wind,operating,57.6,57.0,NA,NA,2020-05-01 18:40:00+10:00,2025-11-01 10:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-05-08 04:30:13+00:00
CHILDSF,CHILDSF1,solar_utility,operating,64.38,56.0,NA,NA,2019-02-06 16:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-12-18 00:44:28+00:00
CHBESS,CHBESS1,battery,operating,134.0,100.0,200.0,NA,2024-10-31 11:10:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-24 05:29:26+00:00,2025-05-06 06:42:56+00:00
CHBESS,CHBESSL1,battery_charging,operating,134.0,100.0,200.0,NA,2023-12-16 06:40:00+10:00,2025-11-01 12:05:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-17 02:03:33+00:00,2025-05-06 06:42:42+00:00
CHBESS,CHBESSG1,battery_discharging,operating,134.0,100.0,200.0,NA,2024-02-16 14:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-17 02:02:02+00:00,2025-05-06 06:42:20+00:00
CBWWBA,CBWWBA1G,battery_discharging,operating,2.16,2.14,4.32,NA,2023-05-09 03:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-06-23 07:11:46+00:00
CBWWBA,CBWWBA1,battery,operating,2.16,2.14,4.32,NA,2024-09-18 12:10:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 05:30:54+00:00,2025-07-07 23:40:58+00:00
CBWWBA,CBWWPV1,solar_utility,operating,2.75,2.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-06-26 02:51:38+00:00
CBWWBA,CBWWBA1L,battery_charging,operating,2.0,2.0,4.32,NA,2023-05-02 11:50:00+10:00,2025-11-01 12:15:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:41+00:00,2025-09-09 04:23:44+00:00
CBWWBA,CBWWBG1,bioenergy_biogas,committed,0.66,0.66,NA,0.357,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 05:24:52+00:00,2024-12-18 01:17:40+00:00
CBWWBA,CBWWDG1,distillate,committed,2.0,1.0,NA,0.785,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 05:26:19+00:00,2024-12-18 01:17:55+00:00
CBWWBA,CBWWDG2,distillate,committed,0.72,0.72,NA,0.785,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 05:28:31+00:00,2024-12-18 01:18:06+00:00
CBWWBA,CBWWPV2,solar_utility,operating,1.08,0.81,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-04 05:29:40+00:00,2025-06-26 02:52:31+00:00
CLARESF,CLARESF1,solar_utility,operating,110.26,100.0,NA,NA,2018-04-17 09:15:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-09-09 01:20:26+00:00
CLRKCWF,CLRKCWF2,wind,operating,103.5,101.0,NA,NA,2025-04-30 14:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-03 02:21:50+00:00,2025-09-09 00:19:31+00:00
CLRKCWF,CLRKCWF1,wind,operating,345.5,338.0,NA,NA,2024-10-02 02:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-03 02:18:36+00:00,2025-09-09 00:19:11+00:00
CLAYTON,CLAYTON,bioenergy_biogas,operating,11.0,11.0,NA,0.0654,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-12-18 01:44:23+00:00
CLEMGPWF,CLEMGPWF,wind,operating,57.0,57.0,NA,NA,2009-05-07 15:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-12-16 23:48:47+00:00
CLEMGPWF,0CLEMGPBESS,battery,committed,60.0,60.0,120.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-29 05:00:45+00:00,2025-10-30 00:58:26+00:00
CLEMGPWF,0CLEMGPBESSL1,battery_charging,committed,60.0,60.0,120.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-13 23:00:48+00:00,2025-10-30 00:59:33+00:00
CLEMGPWF,0CLEMGPBESSG1,battery_discharging,committed,60.0,60.0,120.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-13 22:58:47+00:00,2025-08-13 23:00:39+00:00
CLERMSF,CLERMSF1,solar_utility,operating,92.0,75.0,NA,NA,2019-06-19 09:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-05-08 03:17:11+00:00
CLOVER,CLOVER1,hydro,retired,14.5,NA,NA,NA,1998-12-07 06:40:00+10:00,1999-10-14 10:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-10-04 05:45:00+00:00
CLOVER,CLOVER2,hydro,retired,14.5,NA,NA,NA,1998-12-07 06:40:00+10:00,1999-10-14 10:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2024-10-04 05:44:22+00:00
CLOVER,CLOVER,hydro,operating,37.5,37.5,NA,NA,2009-07-01 00:05:00+10:00,2025-02-28 08:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:43+00:00,2025-10-07 00:22:05+00:00
CLUNY,CLUNY,hydro,operating,19.0,22.0,NA,NA,2009-07-01 00:05:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:44+00:00,2024-12-18 01:49:35+00:00
CODRGTON,CODRNGTON,wind,operating,18.2,18.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:44+00:00,2024-12-18 02:00:15+00:00
COHUNSF1,COHUNSF1,solar_utility,operating,31.1,27.0,NA,NA,2021-03-05 16:30:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:44+00:00,2025-05-08 05:53:53+00:00
COLEASF,COLEASF1,solar_utility,operating,180.0,150.0,NA,NA,2018-09-07 10:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:44+00:00,2025-05-06 05:04:46+00:00
